Route,Departing_Port,Arriving_Port,Airline,Month,Sectors_Scheduled,Sectors_Flown,Cancellations,Departures_On_Time,Arrivals_On_Time,Departures_Delayed,Arrivals_Delayed,Year,Month_Num
Sydney-Brisbane,Sydney,Brisbane,Qantas,2015-12-01,647.0,631,16.0,545.0,540.0,86.0,91.0,2015,12
Sydney-Melbourne,Sydney,Melbourne,Qantas,2015-12-01,926.0,909,17.0,773.0,754.0,136.0,155.0,2015,12
Brisbane-Melbourne,Brisbane,Melbourne,Tigerair Australia,2015-12-01,134.0,133,1.0,104.0,110.0,29.0,23.0,2015,12
Brisbane-Sydney,Brisbane,Sydney,Tigerair Australia,2015-12-01,106.0,101,5.0,84.0,85.0,17.0,16.0,2015,12
Melbourne-Sydney,Melbourne,Sydney,Tigerair Australia,2015-12-01,248.0,246,2.0,195.0,197.0,51.0,49.0,2015,12
Sydney-Brisbane,Sydney,Brisbane,Tigerair Australia,2015-12-01,106.0,101,5.0,90.0,85.0,11.0,16.0,2015,12
Sydney-Melbourne,Sydney,Melbourne,Tigerair Australia,2015-12-01,247.0,245,2.0,180.0,189.0,65.0,56.0,2015,12
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2015-12-01,385.0,378,7.0,339.0,328.0,39.0,50.0,2015,12
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2015-12-01,547.0,531,16.0,480.0,460.0,51.0,71.0,2015,12
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2015-12-01,757.0,730,27.0,658.0,637.0,72.0,93.0,2015,12
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2015-12-01,553.0,537,16.0,470.0,449.0,67.0,88.0,2015,12
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2015-12-01,747.0,719,28.0,622.0,613.0,97.0,106.0,2015,12
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,2016-01-01,153.0,146,7.0,115.0,123.0,31.0,23.0,2016,1
Brisbane-Sydney,Brisbane,Sydney,Jetstar,2016-01-01,202.0,178,24.0,114.0,119.0,64.0,59.0,2016,1
Melbourne-Sydney,Melbourne,Sydney,Jetstar,2016-01-01,399.0,363,36.0,243.0,230.0,120.0,133.0,2016,1
Sydney-Brisbane,Sydney,Brisbane,Jetstar,2016-01-01,202.0,179,23.0,104.0,110.0,75.0,69.0,2016,1
Sydney-Melbourne,Sydney,Melbourne,Jetstar,2016-01-01,396.0,364,32.0,205.0,243.0,159.0,121.0,2016,1
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2016-01-01,421.0,420,1.0,394.0,386.0,26.0,34.0,2016,1
Brisbane-Sydney,Brisbane,Sydney,Qantas,2016-01-01,590.0,576,14.0,531.0,522.0,45.0,54.0,2016,1
Melbourne-Sydney,Melbourne,Sydney,Qantas,2016-01-01,857.0,833,24.0,728.0,684.0,105.0,149.0,2016,1
Sydney-Brisbane,Sydney,Brisbane,Qantas,2016-01-01,574.0,562,12.0,488.0,481.0,74.0,81.0,2016,1
Sydney-Melbourne,Sydney,Melbourne,Qantas,2016-01-01,856.0,834,22.0,703.0,695.0,131.0,139.0,2016,1
Brisbane-Melbourne,Brisbane,Melbourne,Tigerair Australia,2016-01-01,137.0,134,3.0,115.0,122.0,19.0,12.0,2016,1
Brisbane-Sydney,Brisbane,Sydney,Tigerair Australia,2016-01-01,107.0,107,0.0,94.0,95.0,13.0,12.0,2016,1
Melbourne-Sydney,Melbourne,Sydney,Tigerair Australia,2016-01-01,250.0,248,2.0,195.0,189.0,53.0,59.0,2016,1
Sydney-Brisbane,Sydney,Brisbane,Tigerair Australia,2016-01-01,108.0,108,0.0,98.0,90.0,10.0,18.0,2016,1
Sydney-Melbourne,Sydney,Melbourne,Tigerair Australia,2016-01-01,250.0,248,2.0,181.0,186.0,67.0,62.0,2016,1
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2016-01-01,377.0,369,8.0,331.0,324.0,38.0,45.0,2016,1
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2016-01-01,528.0,511,17.0,468.0,463.0,43.0,48.0,2016,1
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2016-01-01,677.0,664,13.0,602.0,572.0,62.0,92.0,2016,1
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2016-01-01,532.0,516,16.0,452.0,438.0,64.0,78.0,2016,1
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2016-01-01,672.0,659,13.0,567.0,572.0,92.0,87.0,2016,1
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,2016-02-01,95.0,92,3.0,83.0,83.0,9.0,9.0,2016,2
Brisbane-Sydney,Brisbane,Sydney,Jetstar,2016-02-01,153.0,148,5.0,115.0,124.0,33.0,24.0,2016,2
Melbourne-Sydney,Melbourne,Sydney,Jetstar,2016-02-01,348.0,344,4.0,270.0,280.0,74.0,64.0,2016,2
Sydney-Brisbane,Sydney,Brisbane,Jetstar,2016-02-01,153.0,148,5.0,112.0,110.0,36.0,38.0,2016,2
Sydney-Melbourne,Sydney,Melbourne,Jetstar,2016-02-01,348.0,344,4.0,266.0,281.0,78.0,63.0,2016,2
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2016-02-01,416.0,411,5.0,393.0,395.0,18.0,16.0,2016,2
Brisbane-Sydney,Brisbane,Sydney,Qantas,2016-02-01,573.0,569,4.0,538.0,538.0,31.0,31.0,2016,2
Melbourne-Sydney,Melbourne,Sydney,Qantas,2016-02-01,941.0,926,15.0,835.0,836.0,91.0,90.0,2016,2
Sydney-Brisbane,Sydney,Brisbane,Qantas,2016-02-01,557.0,554,3.0,514.0,490.0,40.0,64.0,2016,2
Sydney-Melbourne,Sydney,Melbourne,Qantas,2016-02-01,941.0,923,18.0,843.0,824.0,80.0,99.0,2016,2
Brisbane-Melbourne,Brisbane,Melbourne,Tigerair Australia,2016-02-01,108.0,106,2.0,97.0,100.0,9.0,6.0,2016,2
Brisbane-Sydney,Brisbane,Sydney,Tigerair Australia,2016-02-01,92.0,92,0.0,87.0,87.0,5.0,5.0,2016,2
Melbourne-Sydney,Melbourne,Sydney,Tigerair Australia,2016-02-01,224.0,221,3.0,203.0,196.0,18.0,25.0,2016,2
Sydney-Brisbane,Sydney,Brisbane,Tigerair Australia,2016-02-01,92.0,92,0.0,91.0,87.0,1.0,5.0,2016,2
Sydney-Melbourne,Sydney,Melbourne,Tigerair Australia,2016-02-01,224.0,221,3.0,194.0,190.0,27.0,31.0,2016,2
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2016-02-01,372.0,362,10.0,345.0,338.0,17.0,24.0,2016,2
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2016-02-01,519.0,505,14.0,480.0,476.0,25.0,29.0,2016,2
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2016-02-01,758.0,745,13.0,710.0,705.0,35.0,40.0,2016,2
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2016-02-01,528.0,515,13.0,487.0,477.0,28.0,38.0,2016,2
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2016-02-01,751.0,737,14.0,689.0,676.0,48.0,61.0,2016,2
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,2016-03-01,118.0,118,0.0,97.0,99.0,21.0,19.0,2016,3
Brisbane-Sydney,Brisbane,Sydney,Jetstar,2016-03-01,178.0,174,4.0,127.0,134.0,47.0,40.0,2016,3
Melbourne-Sydney,Melbourne,Sydney,Jetstar,2016-03-01,378.0,377,1.0,266.0,264.0,111.0,113.0,2016,3
Sydney-Brisbane,Sydney,Brisbane,Jetstar,2016-03-01,178.0,174,4.0,126.0,129.0,48.0,45.0,2016,3
Sydney-Melbourne,Sydney,Melbourne,Jetstar,2016-03-01,378.0,375,3.0,245.0,262.0,130.0,113.0,2016,3
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2016-03-01,438.0,436,2.0,400.0,365.0,36.0,71.0,2016,3
Brisbane-Sydney,Brisbane,Sydney,Qantas,2016-03-01,641.0,637,4.0,586.0,567.0,51.0,70.0,2016,3
Melbourne-Sydney,Melbourne,Sydney,Qantas,2016-03-01,984.0,955,29.0,810.0,778.0,145.0,177.0,2016,3
Sydney-Brisbane,Sydney,Brisbane,Qantas,2016-03-01,622.0,618,4.0,546.0,529.0,72.0,89.0,2016,3
Sydney-Melbourne,Sydney,Melbourne,Qantas,2016-03-01,986.0,954,32.0,811.0,764.0,143.0,190.0,2016,3
Brisbane-Melbourne,Brisbane,Melbourne,Tigerair Australia,2016-03-01,127.0,125,2.0,97.0,101.0,28.0,24.0,2016,3
Brisbane-Sydney,Brisbane,Sydney,Tigerair Australia,2016-03-01,103.0,99,4.0,90.0,90.0,9.0,9.0,2016,3
Melbourne-Sydney,Melbourne,Sydney,Tigerair Australia,2016-03-01,244.0,242,2.0,178.0,168.0,64.0,74.0,2016,3
Sydney-Brisbane,Sydney,Brisbane,Tigerair Australia,2016-03-01,103.0,99,4.0,95.0,92.0,4.0,7.0,2016,3
Sydney-Melbourne,Sydney,Melbourne,Tigerair Australia,2016-03-01,244.0,242,2.0,176.0,167.0,66.0,75.0,2016,3
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2016-03-01,401.0,386,15.0,342.0,311.0,44.0,75.0,2016,3
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2016-03-01,556.0,542,14.0,506.0,500.0,36.0,42.0,2016,3
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2016-03-01,804.0,769,35.0,692.0,663.0,77.0,106.0,2016,3
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2016-03-01,563.0,548,15.0,496.0,484.0,52.0,64.0,2016,3
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2016-03-01,796.0,762,34.0,655.0,621.0,107.0,141.0,2016,3
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,2016-04-01,123.0,120,3.0,105.0,105.0,15.0,15.0,2016,4
Brisbane-Sydney,Brisbane,Sydney,Jetstar,2016-04-01,165.0,159,6.0,137.0,139.0,22.0,20.0,2016,4
Melbourne-Sydney,Melbourne,Sydney,Jetstar,2016-04-01,338.0,330,8.0,248.0,259.0,82.0,71.0,2016,4
Sydney-Brisbane,Sydney,Brisbane,Jetstar,2016-04-01,157.0,152,5.0,126.0,129.0,26.0,23.0,2016,4
Sydney-Melbourne,Sydney,Melbourne,Jetstar,2016-04-01,339.0,332,7.0,247.0,259.0,85.0,73.0,2016,4
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2016-04-01,423.0,422,1.0,395.0,406.0,27.0,16.0,2016,4
Brisbane-Sydney,Brisbane,Sydney,Qantas,2016-04-01,597.0,595,2.0,566.0,568.0,29.0,27.0,2016,4
Melbourne-Sydney,Melbourne,Sydney,Qantas,2016-04-01,945.0,914,31.0,825.0,802.0,89.0,112.0,2016,4
Sydney-Brisbane,Sydney,Brisbane,Qantas,2016-04-01,583.0,581,2.0,535.0,532.0,46.0,49.0,2016,4
Sydney-Melbourne,Sydney,Melbourne,Qantas,2016-04-01,944.0,916,28.0,812.0,775.0,104.0,141.0,2016,4
Brisbane-Melbourne,Brisbane,Melbourne,Tigerair Australia,2016-04-01,119.0,119,0.0,109.0,112.0,10.0,7.0,2016,4
Brisbane-Sydney,Brisbane,Sydney,Tigerair Australia,2016-04-01,101.0,100,1.0,85.0,91.0,15.0,9.0,2016,4
Melbourne-Sydney,Melbourne,Sydney,Tigerair Australia,2016-04-01,232.0,232,0.0,206.0,199.0,26.0,33.0,2016,4
Sydney-Brisbane,Sydney,Brisbane,Tigerair Australia,2016-04-01,101.0,100,1.0,95.0,91.0,5.0,9.0,2016,4
Sydney-Melbourne,Sydney,Melbourne,Tigerair Australia,2016-04-01,232.0,232,0.0,208.0,202.0,24.0,30.0,2016,4
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2016-04-01,378.0,373,5.0,352.0,345.0,21.0,28.0,2016,4
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2016-04-01,534.0,530,4.0,496.0,500.0,34.0,30.0,2016,4
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2016-04-01,764.0,750,14.0,704.0,681.0,46.0,69.0,2016,4
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2016-04-01,531.0,526,5.0,494.0,492.0,32.0,34.0,2016,4
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2016-04-01,766.0,751,15.0,691.0,654.0,60.0,97.0,2016,4
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,2016-05-01,99.0,97,2.0,75.0,82.0,22.0,15.0,2016,5
Brisbane-Sydney,Brisbane,Sydney,Jetstar,2016-05-01,159.0,157,2.0,126.0,132.0,31.0,25.0,2016,5
Melbourne-Sydney,Melbourne,Sydney,Jetstar,2016-05-01,331.0,325,6.0,242.0,264.0,83.0,61.0,2016,5
Sydney-Brisbane,Sydney,Brisbane,Jetstar,2016-05-01,154.0,152,2.0,131.0,133.0,21.0,19.0,2016,5
Sydney-Melbourne,Sydney,Melbourne,Jetstar,2016-05-01,332.0,326,6.0,240.0,249.0,86.0,77.0,2016,5
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2016-05-01,412.0,408,4.0,384.0,378.0,24.0,30.0,2016,5
Brisbane-Sydney,Brisbane,Sydney,Qantas,2016-05-01,594.0,586,8.0,545.0,545.0,41.0,41.0,2016,5
Melbourne-Sydney,Melbourne,Sydney,Qantas,2016-05-01,967.0,937,30.0,825.0,841.0,112.0,96.0,2016,5
Sydney-Brisbane,Sydney,Brisbane,Qantas,2016-05-01,575.0,569,6.0,521.0,506.0,48.0,63.0,2016,5
Sydney-Melbourne,Sydney,Melbourne,Qantas,2016-05-01,966.0,935,31.0,846.0,769.0,89.0,166.0,2016,5
Brisbane-Melbourne,Brisbane,Melbourne,Tigerair Australia,2016-05-01,105.0,105,0.0,94.0,94.0,11.0,11.0,2016,5
Brisbane-Sydney,Brisbane,Sydney,Tigerair Australia,2016-05-01,97.0,95,2.0,87.0,86.0,8.0,9.0,2016,5
Melbourne-Sydney,Melbourne,Sydney,Tigerair Australia,2016-05-01,233.0,231,2.0,186.0,198.0,45.0,33.0,2016,5
Sydney-Brisbane,Sydney,Brisbane,Tigerair Australia,2016-05-01,97.0,95,2.0,90.0,88.0,5.0,7.0,2016,5
Sydney-Melbourne,Sydney,Melbourne,Tigerair Australia,2016-05-01,233.0,231,2.0,202.0,187.0,29.0,44.0,2016,5
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2016-05-01,383.0,377,6.0,356.0,335.0,21.0,42.0,2016,5
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2016-05-01,545.0,537,8.0,499.0,498.0,38.0,39.0,2016,5
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2016-05-01,795.0,763,32.0,689.0,692.0,74.0,71.0,2016,5
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2016-05-01,547.0,538,9.0,506.0,502.0,32.0,36.0,2016,5
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2016-05-01,794.0,763,31.0,687.0,645.0,76.0,118.0,2016,5
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,2016-06-01,108.0,103,5.0,74.0,90.0,29.0,13.0,2016,6
Brisbane-Sydney,Brisbane,Sydney,Jetstar,2016-06-01,169.0,163,6.0,116.0,121.0,47.0,42.0,2016,6
Melbourne-Sydney,Melbourne,Sydney,Jetstar,2016-06-01,338.0,324,14.0,210.0,219.0,114.0,105.0,2016,6
Sydney-Brisbane,Sydney,Brisbane,Jetstar,2016-06-01,163.0,159,4.0,119.0,119.0,40.0,40.0,2016,6
Sydney-Melbourne,Sydney,Melbourne,Jetstar,2016-06-01,338.0,321,17.0,205.0,211.0,116.0,110.0,2016,6
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2016-06-01,397.0,394,3.0,333.0,321.0,61.0,73.0,2016,6
Brisbane-Sydney,Brisbane,Sydney,Qantas,2016-06-01,571.0,565,6.0,502.0,488.0,63.0,77.0,2016,6
Melbourne-Sydney,Melbourne,Sydney,Qantas,2016-06-01,913.0,862,51.0,711.0,702.0,151.0,160.0,2016,6
Sydney-Brisbane,Sydney,Brisbane,Qantas,2016-06-01,555.0,550,5.0,477.0,443.0,73.0,107.0,2016,6
Sydney-Melbourne,Sydney,Melbourne,Qantas,2016-06-01,914.0,862,52.0,733.0,678.0,129.0,184.0,2016,6
Brisbane-Melbourne,Brisbane,Melbourne,Tigerair Australia,2016-06-01,119.0,118,1.0,100.0,94.0,18.0,24.0,2016,6
Brisbane-Sydney,Brisbane,Sydney,Tigerair Australia,2016-06-01,95.0,91,4.0,75.0,74.0,16.0,17.0,2016,6
Melbourne-Sydney,Melbourne,Sydney,Tigerair Australia,2016-06-01,228.0,220,8.0,162.0,162.0,58.0,58.0,2016,6
Sydney-Brisbane,Sydney,Brisbane,Tigerair Australia,2016-06-01,96.0,92,4.0,81.0,75.0,11.0,17.0,2016,6
Sydney-Melbourne,Sydney,Melbourne,Tigerair Australia,2016-06-01,229.0,221,8.0,172.0,164.0,49.0,57.0,2016,6
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2016-06-01,377.0,367,10.0,333.0,294.0,34.0,73.0,2016,6
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2016-06-01,525.0,504,21.0,448.0,446.0,56.0,58.0,2016,6
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2016-06-01,763.0,717,46.0,612.0,603.0,105.0,114.0,2016,6
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2016-06-01,525.0,502,23.0,432.0,411.0,70.0,91.0,2016,6
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2016-06-01,762.0,717,45.0,632.0,592.0,85.0,125.0,2016,6
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,2016-07-01,135.0,132,3.0,85.0,92.0,47.0,40.0,2016,7
Brisbane-Sydney,Brisbane,Sydney,Jetstar,2016-07-01,188.0,180,8.0,118.0,126.0,62.0,54.0,2016,7
Melbourne-Sydney,Melbourne,Sydney,Jetstar,2016-07-01,380.0,361,19.0,215.0,232.0,146.0,129.0,2016,7
Sydney-Brisbane,Sydney,Brisbane,Jetstar,2016-07-01,187.0,179,8.0,119.0,125.0,60.0,54.0,2016,7
Sydney-Melbourne,Sydney,Melbourne,Jetstar,2016-07-01,379.0,360,19.0,207.0,199.0,153.0,161.0,2016,7
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2016-07-01,429.0,428,1.0,371.0,333.0,57.0,95.0,2016,7
Brisbane-Sydney,Brisbane,Sydney,Qantas,2016-07-01,618.0,613,5.0,528.0,502.0,85.0,111.0,2016,7
Melbourne-Sydney,Melbourne,Sydney,Qantas,2016-07-01,997.0,926,71.0,743.0,731.0,183.0,195.0,2016,7
Sydney-Brisbane,Sydney,Brisbane,Qantas,2016-07-01,620.0,616,4.0,505.0,460.0,111.0,156.0,2016,7
Sydney-Melbourne,Sydney,Melbourne,Qantas,2016-07-01,996.0,930,66.0,742.0,618.0,188.0,312.0,2016,7
Brisbane-Melbourne,Brisbane,Melbourne,Tigerair Australia,2016-07-01,136.0,136,0.0,103.0,94.0,33.0,42.0,2016,7
Brisbane-Sydney,Brisbane,Sydney,Tigerair Australia,2016-07-01,106.0,106,0.0,75.0,70.0,31.0,36.0,2016,7
Melbourne-Sydney,Melbourne,Sydney,Tigerair Australia,2016-07-01,243.0,240,3.0,181.0,183.0,59.0,57.0,2016,7
Sydney-Brisbane,Sydney,Brisbane,Tigerair Australia,2016-07-01,105.0,105,0.0,84.0,72.0,21.0,33.0,2016,7
Sydney-Melbourne,Sydney,Melbourne,Tigerair Australia,2016-07-01,243.0,240,3.0,178.0,160.0,62.0,80.0,2016,7
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2016-07-01,412.0,395,17.0,334.0,282.0,61.0,113.0,2016,7
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2016-07-01,574.0,555,19.0,479.0,458.0,76.0,97.0,2016,7
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2016-07-01,824.0,766,58.0,627.0,617.0,139.0,149.0,2016,7
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2016-07-01,576.0,553,23.0,445.0,419.0,108.0,134.0,2016,7
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2016-07-01,821.0,764,57.0,595.0,513.0,169.0,251.0,2016,7
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,2016-08-01,111.0,103,8.0,83.0,92.0,20.0,11.0,2016,8
Brisbane-Sydney,Brisbane,Sydney,Jetstar,2016-08-01,170.0,168,2.0,135.0,138.0,33.0,30.0,2016,8
Melbourne-Sydney,Melbourne,Sydney,Jetstar,2016-08-01,351.0,331,20.0,253.0,264.0,78.0,67.0,2016,8
Sydney-Brisbane,Sydney,Brisbane,Jetstar,2016-08-01,168.0,166,2.0,136.0,144.0,30.0,22.0,2016,8
Sydney-Melbourne,Sydney,Melbourne,Jetstar,2016-08-01,351.0,331,20.0,261.0,263.0,70.0,68.0,2016,8
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2016-08-01,435.0,432,3.0,393.0,389.0,39.0,43.0,2016,8
Brisbane-Sydney,Brisbane,Sydney,Qantas,2016-08-01,628.0,624,4.0,571.0,566.0,53.0,58.0,2016,8
Melbourne-Sydney,Melbourne,Sydney,Qantas,2016-08-01,1030.0,992,38.0,884.0,870.0,108.0,122.0,2016,8
Sydney-Brisbane,Sydney,Brisbane,Qantas,2016-08-01,630.0,628,2.0,560.0,533.0,68.0,95.0,2016,8
Sydney-Melbourne,Sydney,Melbourne,Qantas,2016-08-01,1030.0,988,42.0,900.0,856.0,88.0,132.0,2016,8
Brisbane-Melbourne,Brisbane,Melbourne,Tigerair Australia,2016-08-01,115.0,115,0.0,107.0,102.0,8.0,13.0,2016,8
Brisbane-Sydney,Brisbane,Sydney,Tigerair Australia,2016-08-01,95.0,94,1.0,85.0,82.0,9.0,12.0,2016,8
Melbourne-Sydney,Melbourne,Sydney,Tigerair Australia,2016-08-01,246.0,246,0.0,212.0,200.0,34.0,46.0,2016,8
Sydney-Brisbane,Sydney,Brisbane,Tigerair Australia,2016-08-01,95.0,94,1.0,85.0,82.0,9.0,12.0,2016,8
Sydney-Melbourne,Sydney,Melbourne,Tigerair Australia,2016-08-01,247.0,247,0.0,210.0,202.0,37.0,45.0,2016,8
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2016-08-01,403.0,386,17.0,353.0,338.0,33.0,48.0,2016,8
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2016-08-01,573.0,555,18.0,521.0,506.0,34.0,49.0,2016,8
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2016-08-01,831.0,782,49.0,733.0,708.0,49.0,74.0,2016,8
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2016-08-01,573.0,552,21.0,503.0,491.0,49.0,61.0,2016,8
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2016-08-01,831.0,784,47.0,719.0,691.0,65.0,93.0,2016,8
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,2016-09-01,155.0,146,9.0,107.0,118.0,39.0,28.0,2016,9
Brisbane-Sydney,Brisbane,Sydney,Jetstar,2016-09-01,189.0,186,3.0,129.0,134.0,57.0,52.0,2016,9
Melbourne-Sydney,Melbourne,Sydney,Jetstar,2016-09-01,349.0,333,16.0,229.0,237.0,104.0,96.0,2016,9
Sydney-Brisbane,Sydney,Brisbane,Jetstar,2016-09-01,185.0,182,3.0,138.0,133.0,44.0,49.0,2016,9
Sydney-Melbourne,Sydney,Melbourne,Jetstar,2016-09-01,350.0,336,14.0,236.0,238.0,100.0,98.0,2016,9
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2016-09-01,427.0,426,1.0,359.0,366.0,67.0,60.0,2016,9
Brisbane-Sydney,Brisbane,Sydney,Qantas,2016-09-01,616.0,609,7.0,549.0,546.0,60.0,63.0,2016,9
Melbourne-Sydney,Melbourne,Sydney,Qantas,2016-09-01,1018.0,961,57.0,806.0,806.0,155.0,155.0,2016,9
Sydney-Brisbane,Sydney,Brisbane,Qantas,2016-09-01,615.0,610,5.0,544.0,507.0,66.0,103.0,2016,9
Sydney-Melbourne,Sydney,Melbourne,Qantas,2016-09-01,1021.0,969,52.0,824.0,766.0,145.0,203.0,2016,9
Brisbane-Melbourne,Brisbane,Melbourne,Tigerair Australia,2016-09-01,126.0,125,1.0,97.0,100.0,28.0,25.0,2016,9
Brisbane-Sydney,Brisbane,Sydney,Tigerair Australia,2016-09-01,103.0,103,0.0,84.0,83.0,19.0,20.0,2016,9
Melbourne-Sydney,Melbourne,Sydney,Tigerair Australia,2016-09-01,232.0,229,3.0,185.0,177.0,44.0,52.0,2016,9
Sydney-Brisbane,Sydney,Brisbane,Tigerair Australia,2016-09-01,103.0,103,0.0,94.0,84.0,9.0,19.0,2016,9
Sydney-Melbourne,Sydney,Melbourne,Tigerair Australia,2016-09-01,231.0,229,2.0,182.0,179.0,47.0,50.0,2016,9
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2016-09-01,394.0,377,17.0,339.0,300.0,38.0,77.0,2016,9
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2016-09-01,560.0,549,11.0,494.0,486.0,55.0,63.0,2016,9
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2016-09-01,819.0,769,50.0,696.0,679.0,73.0,90.0,2016,9
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2016-09-01,560.0,549,11.0,477.0,451.0,72.0,98.0,2016,9
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2016-09-01,821.0,769,52.0,652.0,616.0,117.0,153.0,2016,9
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,2016-10-01,136.0,132,4.0,101.0,102.0,31.0,30.0,2016,10
Brisbane-Sydney,Brisbane,Sydney,Jetstar,2016-10-01,176.0,164,12.0,117.0,121.0,47.0,43.0,2016,10
Melbourne-Sydney,Melbourne,Sydney,Jetstar,2016-10-01,356.0,336,20.0,219.0,224.0,117.0,112.0,2016,10
Sydney-Brisbane,Sydney,Brisbane,Jetstar,2016-10-01,178.0,165,13.0,110.0,127.0,55.0,38.0,2016,10
Sydney-Melbourne,Sydney,Melbourne,Jetstar,2016-10-01,355.0,335,20.0,217.0,211.0,118.0,124.0,2016,10
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2016-10-01,430.0,428,2.0,384.0,354.0,44.0,74.0,2016,10
Brisbane-Sydney,Brisbane,Sydney,Qantas,2016-10-01,635.0,627,8.0,561.0,543.0,66.0,84.0,2016,10
Melbourne-Sydney,Melbourne,Sydney,Qantas,2016-10-01,1027.0,977,50.0,746.0,756.0,231.0,221.0,2016,10
Sydney-Brisbane,Sydney,Brisbane,Qantas,2016-10-01,633.0,626,7.0,532.0,530.0,94.0,96.0,2016,10
Sydney-Melbourne,Sydney,Melbourne,Qantas,2016-10-01,1025.0,976,49.0,810.0,702.0,166.0,274.0,2016,10
Brisbane-Melbourne,Brisbane,Melbourne,Tigerair Australia,2016-10-01,132.0,129,3.0,112.0,100.0,17.0,29.0,2016,10
Brisbane-Sydney,Brisbane,Sydney,Tigerair Australia,2016-10-01,108.0,107,1.0,85.0,86.0,22.0,21.0,2016,10
Melbourne-Sydney,Melbourne,Sydney,Tigerair Australia,2016-10-01,246.0,241,5.0,177.0,176.0,64.0,65.0,2016,10
Sydney-Brisbane,Sydney,Brisbane,Tigerair Australia,2016-10-01,108.0,107,1.0,92.0,86.0,15.0,21.0,2016,10
